num_zeros,prop_zeros,num_positives,prop_positives,num_negatives,prop_negatives,num_missing,prop_missing,nunique_value,prop_nunique,min_value,max_value,median_value
1838786.0,0.1415775935506403,11149046.0,0.8584224064493596,0.0,0.0,0.0,0.0,2.0,1.5399028875642986e-07,0.0,1.0,1.0
0.0,0.0,12987832.0,1.0,0.0,0.0,0.0,0.0,975.0,7.507026576875956e-05,5000.0,1409715000.0,235000.0
0.0,0.0,12987832.0,1.0,0.0,0.0,0.0,0.0,1432.0,0.00011025704674960378,5000.0,1410005000.0,355000.0
0.0,0.0,12987832.0,1.0,0.0,0.0,0.0,0.0,6392.0,0.0004921529628655498,1.0,381000000.0,94.0
5248.0,0.00040407051769687194,12982584.0,0.9995959294823031,0.0,0.0,0.0,0.0,10591.0,0.0008154555741096744,0.0,100.0,22.49
