zip,census_tract,approval,loan_amount,property_value,income,tract_minority_population_percent,income_level,dti_level,derived_race,num_below_p50,ec_zip,nbhd_ec_zip,exposure_grp_mem_zip,nbhd_exposure_zip,clustering_zip,volunteering_rate_zip,civic_organizations_zip
94014,06075026302,0.855723691179722,506079.09215731296,1036922.332813366,159.87787618119,85.82266666666665,moderate,50,Asian,5348.340896606445,1.1638899999999999,1.12125,1.3792499999999999,1.2926,0.09184999800000002,0.041529998000000005,0.0081000002
94015,06081600800,0.8881982573619436,526279.145542185,1105629.1222829851,165.1110384691842,81.2,middle,50,Asian,5292.04833984375,1.2081200000000005,1.33775,1.4687599999999998,1.5287399999999995,0.097000003,0.040550000999999995,0.004110000099999999
94019,06081613501,0.8854152097541652,681234.7136023156,1425591.1943689678,503.46321896917334,33.995999999999995,middle,30,White,1143.092706680298,1.13954,1.37915,1.54307,1.59657,0.10827,0.084909998,0.025239999999999995
94025,06081610302,0.8945662774711379,1127688.6467153197,2818291.5360147916,427.0307883236836,50.65611111111111,upper,30,White,2969.585732527077,1.27938,1.51688,1.5264300000000002,1.7134299999999998,0.08591999899999998,0.06468000300000001,0.022949999
94044,06081602700,0.8949288921156081,563624.5571076229,1206206.5887617054,190.00742937036858,46.50125,middle,30,White,2122.166778564453,1.38626,1.7136,1.53346,1.7085299,0.091229998,0.084830001,0.01225
94061,06081609800,0.9059226169645843,850007.6996427785,1932892.423031112,293.6087337287001,49.08833333333333,upper,30,White,3115.121519396082,1.0312400000000002,1.19084,1.47781,1.5965101,0.082180001,0.049120001,0.00612
94063,06081609100,0.885076022040928,695692.214579784,1371856.2004827454,226.08022173707835,70.86916666666664,low,30,White,5299.688480377197,1.0265799999999998,0.5001099700000001,1.2810799999999998,1.1020199999999998,0.08335000300000002,0.041439999,0.01835
94066,06081602300,0.8843071461745243,530481.2028342359,1112576.7416300082,171.16509757640821,69.82166666666667,middle,50,Asian,3320.372638225555,1.17878,1.44005,1.50023,1.64807,0.093099996,0.047869999,0.01099
94080,06081600100,0.8692225510770881,534638.0353892678,1092375.2256638275,173.89186113655188,76.815,middle,50,Asian,5272.248050689697,1.05924,1.29199,1.44146,1.5320899,0.090839997,0.043729998,0.0066999998
94102,06075011700,0.882464964694399,609456.5629251052,1052720.2576171437,245.20883531268964,57.56769230769232,low,30,White,2326.806774377823,1.1348701000000003,0.89928001,1.4240099999999996,1.5377499999999995,0.07842999699999999,0.082029998,0.18353999999999998
94103,06075012402,0.8917564210242447,661409.873966929,1152686.596117095,261.251656104443,57.34538461538462,low,30,White,1860.949444349855,1.35501,1.8238200000000004,1.5045800000000003,1.7165600000000003,0.076559998,0.08209999700000001,0.021330000999999994
94109,06075010200,0.8881324951736694,801845.4857976995,1502662.546425403,342.3126948260129,43.715454545454534,upper,42,White,2664.646463513374,1.24211,1.3204600000000002,1.52046,1.77131,0.083489999,0.07953999900000003,0.013859999999999999
94110,06075017700,0.9003878611744258,817184.4139880006,1628915.6751563782,291.5556553342335,50.983999999999995,upper,30,White,8625.25675201416,1.32209,1.84531,1.57942,1.8677599,0.07315000099999999,0.098909996,0.009979999600000001
94112,06075025403,0.8700042835840667,581203.4992927136,1287645.729423933,219.44943549642713,80.62347826086956,moderate,50,Asian,8297.001059055328,1.1912899999999995,1.7018501000000001,1.5373899999999998,1.7892999999999994,0.08730000299999999,0.07526999699999998,0.007490000200000004
